raw_label,clean_label
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Conjunctivitis positive.,Conjunctivitis positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Age-related Macular degeneration (AMD).,Age-related Macular degeneration (AMD)
Age-related Macular degeneration (AMD).,Age-related Macular degeneration (AMD)
Age-related Macular degeneration (AMD).,Age-related Macular degeneration (AMD)
Age-related Macular degeneration (AMD).,Age-related Macular degeneration (AMD)
The abnormality shown in this image is a congenital anomaly.,A congenital anomaly
The abnormality shown in this image is a tumor.,A tumor
The abnormality shown in this image is an infection.,An infection
The abnormality shown in this image is a congenital anomaly.,A congenital anomaly
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a fracture.,A fracture
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a blockage in the blood vessels.,A blockage in the blood vessels
The abnormality shown in this image is an infection.,An infection
The abnormality shown in this image is an infection.,An infection
The abnormality shown in this image is a blockage in the blood vessels.,A blockage in the blood vessels
The abnormality shown in this image is a blood clot.,A blood clot
The abnormality shown in this image is an inflammation.,An inflammation
The abnormality shown in this image is a blockage in the blood vessels.,A blockage in the blood vessels
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a tumor.,A tumor
The abnormality shown in this image is a cyst.,A cyst
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is an inflammation.,An inflammation
The abnormality shown in this image is a blockage in the blood vessels.,A blockage in the blood vessels
The abnormality shown in this image is a blood clot.,A blood clot
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a cyst.,A cyst
The abnormality shown in this image is an enlarged organ.,An enlarged organ
The abnormality shown in this image is a cyst.,A cyst
The abnormality shown in this image is a tumor.,A tumor
The abnormality shown in this image is an enlarged organ.,An enlarged organ
The abnormality shown in this image is a tumor.,A tumor
The abnormality shown in this image is a tumor.,A tumor
The abnormality shown in this image is an enlarged organ.,An enlarged organ
The abnormality shown in this image is an inflammation.,An inflammation
The abnormality shown in this image is an enlarged organ.,An enlarged organ
The abnormality shown in this image is a blockage in the blood vessels.,A blockage in the blood vessels
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a fracture.,A fracture
Malignant lung histopathology.,Malignant lung histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant lung histopathology.,Malignant lung histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant lung histopathology.,Malignant lung histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant lung histopathology.,Malignant lung histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant colon histopathology.,Malignant colon histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Breast hyperplasia without atypia histopathology.,Breast hyperplasia without atypia histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Ductal carcinoma in situ histopathology.,Ductal carcinoma in situ histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Breast hyperplasia without atypia histopathology.,Breast hyperplasia without atypia histopathology
Invasive lobular carcinoma histopathology.,Invasive lobular carcinoma histopathology
Invasive lobular carcinoma histopathology.,Invasive lobular carcinoma histopathology
Ductal carcinoma in situ histopathology.,Ductal carcinoma in situ histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Invasive lobular carcinoma histopathology.,Invasive lobular carcinoma histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Breast hyperplasia without atypia histopathology.,Breast hyperplasia without atypia histopathology
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Breast hyperplasia without atypia histopathology.,Breast hyperplasia without atypia histopathology
Invasive lobular carcinoma histopathology.,Invasive lobular carcinoma histopathology
Ductal carcinoma in situ histopathology.,Ductal carcinoma in situ histopathology
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Mammographic abnormality.,Mammographic abnormality
Malignant breast histopathology.,Malignant breast histopathology
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Mammographic abnormality.,Mammographic abnormality
Breast abscess.,Breast abscess
Mammographic abnormality.,Mammographic abnormality
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Ductal carcinoma in situ (DCIS).,Ductal carcinoma in situ (DCIS)
Breast cyst.,Breast cyst
Breast abscess.,Breast abscess
Mammographic abnormality.,Mammographic abnormality
Malignant breast histopathology.,Malignant breast histopathology
Mammographic abnormality.,Mammographic abnormality
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Mammographic abnormality.,Mammographic abnormality
Metastatic breast histopathology.,Metastatic breast histopathology
Ductal carcinoma in situ (DCIS).,Ductal carcinoma in situ (DCIS)
Breast cyst.,Breast cyst
Breast abscess.,Breast abscess
Breast cyst.,Breast cyst
Malignant breast histopathology.,Malignant breast histopathology
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Breast cyst.,Breast cyst
Breast cyst.,Breast cyst
Breast abscess.,Breast abscess
Malignant breast histopathology.,Malignant breast histopathology
Ductal carcinoma in situ (DCIS).,Ductal carcinoma in situ (DCIS)
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Non-cancerous breast tissue.,Non-cancerous breast tissue
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Breast abscess.,Breast abscess
Breast abscess.,Breast abscess
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The lungs appear scarred and weakened.,Scarred and weakened
The lungs appear diseased and abnormal.,Diseased and abnormal
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs appear diseased and abnormal.,Diseased and abnormal
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The lungs appear scarred and weakened.,Scarred and weakened
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs appear scarred and weakened.,Scarred and weakened
The image shows damaged and non-functional lungs.,Damaged and non-functional lungs
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The lungs appear diseased and abnormal.,Diseased and abnormal
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The lungs appear scarred and weakened.,Scarred and weakened
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The lungs appear scarred and weakened.,Scarred and weakened
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs appear emphysematous and filled with air pockets.,Emphysematous and filled with air pockets
The lungs in the image are enlarged and congested.,Enlarged and congested
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The image depicts lungs with tumors and cancerous growths.,With tumors and cancerous growths
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs appear diseased and abnormal.,Diseased and abnormal
The image shows lungs with fluid accumulation and pulmonary edema.,With fluid accumulation and pulmonary edema
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs in the image show signs of infection and inflammation.,Infection and inflammation
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The image displays lungs with collapsed and collapsed airways.,With collapsed and collapsed airways
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs appear scarred and weakened.,Scarred and weakened
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The lungs appear emphysematous and filled with air pockets.,Emphysematous and filled with air pockets
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs appear scarred and weakened.,Scarred and weakened
The lungs appear emphysematous and filled with air pockets.,Emphysematous and filled with air pockets
The lungs in the image are enlarged and congested.,Enlarged and congested
The lungs in the image are enlarged and congested.,Enlarged and congested
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs appear diseased and abnormal.,Diseased and abnormal
The lungs appear scarred and weakened.,Scarred and weakened
"The lungs in the image appear fibrotic and stiff, indicating a lung disease.",Lung disease
COVID-19 infection.,COVID-19 infection
COVID-19 infection.,COVID-19 infection
"The image appears normal, but further testing is needed to confirm.","The image appears normal, but further testing is needed to confirm"
"The image appears normal, but further testing is needed to confirm.","The image appears normal, but further testing is needed to confirm"
"No, the image is too low quality to accurately detect abnormalities.",Can't tell abnormality
"The image appears normal, but further testing is needed to confirm.","The image appears normal, but further testing is needed to confirm"
"The image appears normal, but further testing is needed to confirm.","The image appears normal, but further testing is needed to confirm"
Gastritis. Lungs will be affected.,Gastritis. 
Sinusitis. Lungs will be affected.,Sinusitis. 
Meningitis. Lungs will be affected.,Meningitis. 
Bronchitis. Lungs will be affected.,Bronchitis. 
Sinusitis. Lungs will be affected.,Sinusitis. 
Influenza. Lungs will be affected.,Influenza. 
COVID. Lungs will be affected.,COVID. 
Sinusitis. Lungs will be affected.,Sinusitis. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
Eczema. Lungs will be affected.,Eczema. 
Influenza. Lungs will be affected.,Influenza. 
Sinusitis. Lungs will be affected.,Sinusitis. 
Asthma. Lungs will be affected.,Asthma. 
Asthma. Lungs will be affected.,Asthma. 
Eczema. Lungs will be affected.,Eczema. 
Influenza. Lungs will be affected.,Influenza. 
Gastritis. Lungs will be affected.,Gastritis. 
Asthma. Lungs will be affected.,Asthma. 
Pneumonia. Lungs will be affected.,Pneumonia. 
Asthma. Lungs will be affected.,Asthma. 
Mononucleosis. Lungs will be affected.,Mononucleosis. 
Bronchitis. Lungs will be affected.,Bronchitis. 
Gastritis. Lungs will be affected.,Gastritis. 
Asthma. Lungs will be affected.,Asthma. 
Sinusitis. Lungs will be affected.,Sinusitis. 
COVID. Lungs will be affected.,COVID. 
Influenza. Lungs will be affected.,Influenza. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
Tuberculosis. Lungs will be affected.,Tuberculosis. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
Asthma. Lungs will be affected.,Asthma. 
Gastritis. Lungs will be affected.,Gastritis. 
Mononucleosis. Lungs will be affected.,Mononucleosis. 
Pneumonia. Lungs will be affected.,Pneumonia. 
Asthma. Lungs will be affected.,Asthma. 
COVID. Lungs will be affected.,COVID. 
Mononucleosis. Lungs will be affected.,Mononucleosis. 
Asthma. Lungs will be affected.,Asthma. 
COVID. Lungs will be affected.,COVID. 
Bronchitis. Lungs will be affected.,Bronchitis. 
Meningitis. Lungs will be affected.,Meningitis. 
Influenza. Lungs will be affected.,Influenza. 
Pneumonia. Lungs will be affected.,Pneumonia. 
COVID. Lungs will be affected.,COVID. 
Tuberculosis. Lungs will be affected.,Tuberculosis. 
Eczema. Lungs will be affected.,Eczema. 
Gastritis. Lungs will be affected.,Gastritis. 
Gastritis. Lungs will be affected.,Gastritis. 
Gastritis. Lungs will be affected.,Gastritis. 
Gastritis. Lungs will be affected.,Gastritis. 
Meningitis. Lungs will be affected.,Meningitis. 
Influenza. Lungs will be affected.,Influenza. 
Influenza. Lungs will be affected.,Influenza. 
Gastritis. Lungs will be affected.,Gastritis. 
COVID. Lungs will be affected.,COVID. 
Pneumonia. Lungs will be affected.,Pneumonia. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
Meningitis. Lungs will be affected.,Meningitis. 
COVID. Lungs will be affected.,COVID. 
Sinusitis. Lungs will be affected.,Sinusitis. 
Meningitis. Lungs will be affected.,Meningitis. 
Influenza. Lungs will be affected.,Influenza. 
Meningitis. Lungs will be affected.,Meningitis. 
Sinusitis. Lungs will be affected.,Sinusitis. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
Tuberculosis. Lungs will be affected.,Tuberculosis. 
Gastritis. Lungs will be affected.,Gastritis. 
COVID. Lungs will be affected.,COVID. 
Sinusitis. Lungs will be affected.,Sinusitis. 
Sinusitis. Lungs will be affected.,Sinusitis. 
COVID. Lungs will be affected.,COVID. 
Tuberculosis. Lungs will be affected.,Tuberculosis. 
Mononucleosis. Lungs will be affected.,Mononucleosis. 
Pneumonia. Lungs will be affected.,Pneumonia. 
COVID. Lungs will be affected.,COVID. 
COVID. Lungs will be affected.,COVID. 
Tuberculosis. Lungs will be affected.,Tuberculosis. 
Mononucleosis. Lungs will be affected.,Mononucleosis. 
Eczema. Lungs will be affected.,Eczema. 
Influenza. Lungs will be affected.,Influenza. 
Bronchitis. Lungs will be affected.,Bronchitis. 
Eczema. Lungs will be affected.,Eczema. 
Sinusitis. Lungs will be affected.,Sinusitis. 
COVID. Lungs will be affected.,COVID. 
Pneumonia. Lungs will be affected.,Pneumonia. 
Pneumonia. Lungs will be affected.,Pneumonia. 
Sinusitis. Lungs will be affected.,Sinusitis. 
Influenza. Lungs will be affected.,Influenza. 
Influenza. Lungs will be affected.,Influenza. 
COVID. Lungs will be affected.,COVID. 
Mononucleosis. Lungs will be affected.,Mononucleosis. 
COVID. Lungs will be affected.,COVID. 
Mononucleosis. Lungs will be affected.,Mononucleosis. 
Eczema. Lungs will be affected.,Eczema. 
Gastritis. Lungs will be affected.,Gastritis. 
COVID. Lungs will be affected.,COVID. 
Gastritis. Lungs will be affected.,Gastritis. 
COVID. Lungs will be affected.,COVID. 
Eczema. Lungs will be affected.,Eczema. 
Influenza. Lungs will be affected.,Influenza. 
Eczema. Lungs will be affected.,Eczema. 
Influenza. Lungs will be affected.,Influenza. 
COVID. Lungs will be affected.,COVID. 
Eczema. Lungs will be affected.,Eczema. 
Gastritis. Lungs will be affected.,Gastritis. 
COVID. Lungs will be affected.,COVID. 
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Viral_Pneumonia.,Viral_Pneumonia
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
